,apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature,malware
4676,biz.app,1,0,1,1,0,3,5,3,9,3,1,False
4677,com.admobiledev,5,0,0,0,0,1,10,4,3,2,0,False
4678,co.lvdou.livewallpaper,2,0,2,2,0,5,8,7,12,5,0,False
4679,com.maiil.jetablle,1,0,0,0,0,1,1,1,2,0,0,True
4680,com.CiomGfaon,4,0,1,1,0,2,2,2,12,1,0,True
4681,com,12,0,1,1,0,11,12,6,7,4,0,False
4682,com.accxis,1,0,0,0,0,1,0,1,0,0,0,False
4683,app.keysxdhnfgsva,2,0,1,1,0,2,1,2,7,0,0,True
4684,bb.moykaoptom.ru,2,0,1,1,0,1,13,10,5,3,0,False
4685,com.orderhealth.in,1,0,0,0,0,1,0,0,2,0,0,True
4686,appinventor.ai_jet_jason,3,0,0,0,0,1,30,7,3,3,0,False
4687,com.mapadebolsillo.firemap,4,0,0,0,0,1,7,3,5,3,0,True
4688,com.bartat.android.elixir,1,1,1,1,0,2,1,5,12,2,1,False
4689,com.bktt,2,0,3,1,0,15,0,0,30,0,0,False
4690,com.aichess,8,0,1,0,0,3,4,6,6,5,0,False
4691,com.amorph.frg.deluxenmbhfbv,23,0,2,2,0,5,4,4,9,3,0,True
4692,cn.npnsnnn,2,0,1,1,0,2,0,6,10,4,0,False
4693,air.EscapeGamesDay302,2,0,0,0,0,1,2,3,5,3,0,False
4694,com.aicheng2199,35,0,4,5,1,8,8,11,14,6,1,False
4695,com.jiayou.ydts.hq,9,0,0,1,0,2,2,9,33,9,2,True
4696,com.devnitiya,2,0,0,0,0,1,6,5,2,2,0,False
4697,com.agcdevelopment,3,0,0,1,0,2,0,2,1,0,1,False
4698,com.a51431055151c18cbb2a3852a,7,0,0,0,0,1,16,7,7,5,2,False
4699,com.bukuoryzaee.hurtme,4,0,0,0,0,1,16,5,3,3,0,True
4700,com.rexsee.kkc.s57dvhjkmnh,2,0,2,1,0,4,52,10,8,5,0,True
4701,com.dzmfmpzii,5,0,0,0,0,2,0,6,21,3,0,True
4702,com.KumpulanLaguPINKANMAMBOLengkap2017.musik.sawaldroid,3,0,0,0,0,1,8,2,2,2,0,False
4703,com.alitalehmann55,8,0,3,2,0,3,8,8,14,7,0,False
4704,com.ans.briwat.maghribia,6,0,0,0,0,1,6,2,3,2,0,False
4705,com.oaah.requ,1,0,1,1,0,10,0,0,30,0,0,True
4706,appinventor.ai_zaenal77hafid.STING,3,0,0,0,0,1,34,9,4,4,0,True
4707,com.datadatadata,3,0,0,0,0,1,22,4,2,1,0,False
4708,com.ariannamicrochip,6,0,0,1,0,1,1,3,7,3,0,False
4709,appinventor.ai_onlineaguaviva.Radio,1,0,0,0,0,1,30,8,3,3,0,False
4710,com.longyou.haitunpay,11,0,0,0,2,3,10,10,14,4,0,True
4711,com.alliancehealth,30,0,3,0,0,6,1,5,6,3,0,False
4712,appinventor.ai_aaoruchka,4,0,0,0,0,1,24,8,3,3,0,False
4713,appinventor.ai_alexandra_marin,14,0,0,0,0,1,28,7,5,4,0,False
4714,apps.togocn.com,5,1,1,3,0,1,0,3,3,0,0,True
4715,appinventor.ai_najih94izzan.MANA,3,0,0,0,0,1,34,9,4,4,0,True
4716,com.lukelast.quickHJDKF4471806C833C361446B794C53E433D507586F635,8,0,5,5,0,2,0,2,7,0,0,True
4717,com.gucdxj.androidA2434982DF09D231BB2B555EDF21EF9DC86A0F32,3,0,0,4,0,1,0,6,14,3,0,True
4718,com,30,0,2,2,1,4,1,5,11,7,0,False
4719,abiy.aqqui.qtc.bel.usxtqi,20,1,9,15,5,24,2,13,45,10,0,False
4720,com.bdi,3,0,0,1,0,1,8,4,3,2,1,False
4721,bbear.android.critica.ksfs,9,0,5,5,0,2,0,2,9,1,0,False
4722,com.bigtreesolutions,1,0,0,0,0,1,2,2,5,2,0,False
4723,com.a2876666663,1,2,1,1,0,9,4,7,18,9,2,False
4724,com.rgfood,12,0,1,6,1,4,11,8,7,5,0,True
4725,cn.ahut,13,0,4,3,0,10,7,5,11,4,0,False
4726,com.atnanapp.CaraMudahMembuatSlime,3,0,0,0,0,1,8,2,2,2,0,True
4727,appinventor.ai_f_delcastillo_seluja.templerun1y2,1,0,0,0,0,1,30,7,3,3,0,False
4728,com.dyTECapp.KidMath,4,0,0,1,0,1,0,2,7,0,0,True
4729,com.renrenyouhuo.jzc,6,0,5,0,0,2,0,1,30,0,0,True
4730,com.baidu.vrvision,13,1,5,1,0,10,0,1,14,0,0,True
4731,com.lukeallen.bombes,3,0,1,1,0,2,0,2,8,0,0,True
4732,com.asesinatoORIENTEXPRESS.book,7,0,0,0,0,3,0,2,8,3,0,False
4733,com.new.rima,1,0,0,0,0,1,0,0,6,0,0,True
4734,com.photorecoveryshop.video,9,1,2,4,0,2,0,3,9,0,0,True
4735,com.dyTECapp.HHtetris,3,0,1,1,0,2,0,2,8,0,0,True
4736,appinventor.ai_shane_corry,3,0,0,0,0,1,24,8,3,3,0,False
4737,calculadora.com,1,0,0,0,0,1,0,0,0,0,0,False
4738,com.poipoip.chaiqian,3,0,1,1,0,2,2,3,10,2,0,True
4739,com.hssd.sbvoa,31,1,9,21,11,33,0,13,33,10,0,True
4740,appinventor.ai_bubblesproduction1.Dros123,2,0,0,0,0,1,28,8,4,4,0,False
4741,com.coop.qudsyaa,5,0,1,1,2,3,22,7,5,3,0,True
4742,com.EasyDrawingTutorial.praba,3,0,0,0,0,1,4,2,2,2,0,True
4743,com.aitype.android.theme.pt_colorful_paradise,5,0,5,3,0,9,2,7,12,7,0,True
4744,com.bzy,3,1,1,2,0,3,4,4,9,3,0,False
4745,com.agveris,4,0,3,1,0,7,4,4,9,3,0,False
4746,com.alivadoguh,4,0,0,0,0,1,8,3,2,2,0,False
4747,com.phoneblocker.android,6,0,3,5,0,10,7,6,15,6,1,True
4748,br.com.itbold.webmarchador,1,0,0,0,0,1,12,3,1,0,0,False
4749,com.androidwasabi.livewallpaper,5,0,1,2,0,3,11,9,3,2,1,False
4750,adora,3,1,1,2,0,1,10,5,3,2,0,False
4751,com.alcorao_the_koran_quran_english,3,0,0,0,0,1,3,4,3,3,0,False
4752,com.bllf.euum.jlzq,30,0,3,2,0,10,3,7,22,5,1,True
4753,com.jb.bdbook,35,0,1,0,2,3,0,9,13,7,0,False
4754,com.appluco.apps,29,0,1,2,1,3,4,8,9,5,1,False
4755,com.SlowRockMemoriesmalaysia.sandi,3,0,0,0,0,1,4,2,2,2,0,True
4756,com,26,0,3,1,0,5,2,8,5,4,0,False
4757,com.a166837760152b80fb1709165a,10,0,3,2,0,5,6,9,11,6,2,False
4758,autoecoleplanete.enligne.cm.autocoleplante,2,0,1,1,0,1,13,10,5,3,0,True
4759,appinventor.ai_viksurf,2,0,0,0,0,1,29,7,7,4,0,False
4760,com.dafatiri,4,0,0,0,0,1,6,3,6,4,0,False
4761,com.mopower.game.fightbysczh24191C079ED3F9488C1DEBF7664A9E3988A40632,11,0,1,1,0,2,0,5,13,4,0,True
4762,com.blibz,3,0,2,4,0,4,12,5,7,4,0,False
4763,com,41,0,2,1,1,8,2,9,24,8,0,False
4764,cn.ghongcarpente0522.android.app,4,0,1,1,0,4,4,3,6,1,0,False
4765,com.apespuug,15,0,0,0,0,1,9,4,3,2,0,False
4766,bit.ly.pantaijatimalang,2,0,1,1,0,1,13,10,5,3,0,True
4767,com.GayaFashionTrendy2018.agus,3,0,0,0,0,1,9,3,2,2,0,False
4768,com.qmtiku.categoryId_72512452A46B69002C2423D857E5F363444F6FC3B,26,0,3,4,0,7,0,6,17,3,0,True
4769,byfaycom.bulgaria.radio,5,0,1,2,0,9,4,5,4,4,1,False
4770,com.abc.chandamamaabc,8,0,0,0,0,1,18,5,2,2,1,True
4771,com.elfswipe18CFF08820FDEB1BDBCE1203B6ECD5A1BFC38B29,7,1,3,5,0,10,12,7,15,5,1,True
4772,app.mytim.logistics,17,0,2,3,0,15,0,2,32,0,0,True
4773,book.zzzzz.samost,7,0,0,0,0,3,0,2,8,3,0,False
4774,com.KataSindiranHalusDanPedasNamunBijak.senjadeveloper,3,0,0,0,0,1,5,2,2,2,0,True
4775,appinventor.ai_tunegocioapp,4,0,0,0,0,1,32,8,4,3,0,False
4776,com.as.ytb.rnloader,16,2,15,12,3,21,4,13,34,12,0,True
4777,com.NewSomaliSongs,4,0,0,0,0,1,10,4,3,1,2,False
4778,acms.svmfoundation.in.shinevisionmicrofinance,2,0,1,1,0,1,13,10,5,3,0,True
4779,com.dhyohaw,3,0,0,0,0,1,8,2,2,2,0,False
4780,com.app,1,0,0,0,0,1,1,1,3,0,0,False
4781,com.automotiontv,2,0,4,3,0,5,4,4,9,4,3,False
4782,com.bouchidocode,6,0,0,1,0,1,12,4,3,3,0,False
4783,brechtos.minecraft.crafting,3,0,1,1,0,2,5,5,4,3,0,False
4784,com.in.canada,1,0,0,0,0,1,0,0,7,0,0,True
4785,appinventor.ai_gregpardee1,1,0,0,0,0,1,30,7,4,3,0,False
4786,appinventor.ai_plados.KasinkaParafia,1,0,0,0,0,1,30,8,3,3,0,False
4787,com.MyFixtures,17,0,1,1,0,3,3,6,11,5,0,False
4788,com.hxjr.starloan.android,4,2,2,5,0,9,0,3,21,0,2,True
4789,com.eiyawente.mymizhishoudian,10,1,2,6,0,4,0,3,10,0,3,True
4790,ceritapalui.blogspot.co.id.sipalui,2,0,1,1,0,1,13,10,5,3,0,True
4791,at.mbasoft,3,0,0,0,0,1,10,6,3,3,0,False
4792,com.bmsoft,11,0,0,0,0,1,0,2,8,1,0,False
4793,com.appbodia.translator,5,0,0,0,0,1,15,5,2,2,0,False
4794,com.rdqijys.tfbvn,9,0,2,1,0,7,0,1,14,0,0,True
4795,air.luckySlots,2,0,0,0,0,1,3,5,5,4,0,True
4796,appinventor.ai_willemlogan.SmartRadio,2,0,0,0,0,1,30,8,3,3,0,True
4797,an.TamilTranslate,2,0,1,1,2,2,2,5,2,2,0,False
4798,appinventor.ai_zakatf1tr4h.EdSheeran,3,0,0,0,0,1,34,9,4,4,0,True
4799,appinventor.ai_jschierbeck0940,3,0,0,0,0,1,30,7,4,3,0,False
4800,co.jp.softbank.carview,28,0,0,0,0,1,2,4,3,2,0,False
4801,com.redfedfdgeolo.androxueflash69384EF9AAB9D2939E606EF392C96666528DFFE9,6,0,1,1,0,2,2,6,9,3,0,True
4802,com.Introvert.cardmagictricks,3,0,0,0,0,1,4,2,2,2,0,True
4803,cat.enricmas,2,0,1,2,0,3,2,5,11,4,1,False
4804,com.drbingen,6,0,0,0,0,1,1,1,1,0,0,False
4805,air.JollyGirlHouseEscape,2,0,0,0,0,1,7,2,1,1,0,False
4806,cn.skyone.dict,23,0,0,3,1,1,17,8,8,4,0,True
4807,com.ecofriendlyleatherbag.hexadina,3,0,0,0,0,1,4,2,2,2,0,True
4808,com.anzix.visiontools,6,0,0,0,0,1,21,7,2,0,0,True
4809,com.Kitab.Fatkhul.QoribTerjemah,3,0,0,0,0,1,9,3,2,2,0,True
4810,com.baaddin,27,0,7,3,0,13,12,7,8,6,9,False
4811,com.and.wei.game.mo,10,0,9,7,0,8,2,8,18,8,0,False
4812,com.aries.duxin.xlx,7,0,0,1,0,1,0,2,10,0,0,True
4813,com.black.copyfloatingwindow,5,1,4,5,0,8,2,9,12,7,0,True
4814,br.com.audiobras.ogid,1,0,0,0,1,1,8,2,3,1,0,False
4815,an,6,0,2,3,0,2,0,2,8,0,0,False
4816,com.bbxp.vnmn.pmgy,4,0,2,2,0,8,3,6,14,4,0,True
4817,com.IkhfaStudio.idedesainkaosunik,3,0,0,0,0,1,5,2,2,2,0,True
4818,com.battery,9,0,6,5,0,9,3,9,14,8,0,False
4819,com.directionsdfg557,4,0,0,0,0,1,14,4,3,3,0,False
4820,com.chacnsnsscscy,1,1,3,3,0,8,2,8,23,4,0,True
4821,appinventor.ai_nicolarocco92,6,0,0,0,0,1,24,8,3,3,0,False
4822,com.pet.ualang,3,0,0,0,0,1,8,4,3,2,0,True
4823,appinventor.ai_pinaysabroad,6,0,0,0,0,1,28,9,5,4,0,False
4824,com.jtjsb.wsjfw7B4AC006D08DA2106911FCD0CF1F983E90AF2A19,16,1,2,5,0,2,0,3,31,0,2,True
4825,com.newminizysevenqi.jishiben,13,0,1,4,0,3,0,1,12,0,0,True
4826,com.educaapps.junit,2,0,0,0,0,1,8,2,2,2,0,True
4827,com.Dev7Mus.Nasa2i7.Nabawia.LilHayat.Yawmia,5,0,0,0,0,1,6,2,5,2,0,False
4828,com.dfghjktyu.yydfv,2,0,3,3,0,18,0,4,17,1,0,True
4829,com.apex,33,0,1,4,0,1,0,6,15,3,0,False
4830,com.dfghjktyu,2,0,3,3,0,18,0,4,17,1,0,False
4831,com.app,8,0,2,1,0,4,2,9,10,8,0,False
4832,com.leafson.lifecycle,14,1,1,4,0,2,0,2,26,0,0,True
4833,com.naixinb.ballworld.ball,3,0,1,1,0,2,0,2,7,0,0,True
4834,com.LongdresWomensBatikCollection.narsumstudio,3,0,0,0,0,1,8,2,2,2,0,True
4835,com.appspot,15,0,2,2,0,8,5,5,9,2,0,False
4836,com.arroyaapps.bathroominteriordesigns,3,0,0,0,0,1,4,2,2,2,0,True
4837,com.jkdjvrikin.mckjdslroid.wuxing,2,0,1,1,0,1,0,2,0,0,0,True
4838,app.megaunivema,4,0,0,0,0,1,12,3,2,2,0,False
4839,com.habra.example.call_recorder,8,0,1,2,0,2,9,6,9,4,0,True
4840,com.FanDesign.sinabil,3,0,0,0,0,1,8,2,2,2,0,True
4841,com.ismole.game.gaoerfujkjhkh,4,0,1,1,0,3,4,4,8,1,0,True
4842,com.ghongaklyndm.wannianli16,2,0,1,1,0,2,4,6,9,4,0,True
4843,cn.uujian,15,1,0,1,0,4,0,6,16,3,0,False
4844,at.generalsolutions.contwise.maps.savoy_luxury,4,0,1,1,0,6,11,5,8,4,1,False
4845,air.net.jmake,1,0,0,0,0,1,0,1,1,0,0,False
4846,app.italian.dictionary,9,0,0,0,0,1,10,2,3,2,0,False
4847,appinventor.ai_annayya_chandrashekar.Chandra_Cement_calculator,33,1,0,0,0,1,37,9,3,3,0,False
4848,com.android.pentatonix42520897F5445AC5500128A13D9B496CAB8FF392,7,0,4,2,0,22,0,0,27,0,0,True
4849,com.ifmm.unmz,2,0,3,1,0,15,0,0,30,0,0,True
4850,appinventor.ai_sergio271992,3,0,0,0,0,1,22,8,5,4,0,False
4851,com.chinese.dictionary,2,0,0,0,0,2,19,6,3,3,0,False
4852,appinventor.ai_msthao2010,3,0,0,0,0,1,24,8,3,3,0,False
4853,com.amorph.frg.deluxefgrdg,23,0,2,2,0,5,4,4,9,3,0,True
4854,celiachiavr,1,0,0,0,0,1,0,0,2,1,0,False
4855,com.ristry.estetika,1,0,0,0,0,1,0,0,6,0,0,True
4856,com.BestRucksackDesign.sinabil,3,0,0,0,0,1,8,2,2,2,0,True
4857,com.cleanerexpert,2,0,0,1,0,1,11,6,5,3,0,False
4858,appinventor.ai_jeffmchristensen,7,0,0,0,0,1,29,7,6,4,0,False
4859,com.jh.jhon,1,0,0,0,0,1,0,2,1,0,0,True
4860,be.introlution,11,0,0,0,0,1,7,7,4,4,0,False
4861,com.amorph.frg.decvxbfty,23,0,2,2,0,3,4,4,9,3,0,True
4862,com.applockww444,26,0,2,3,0,13,0,2,13,0,0,True
4863,com.adnopdd.plays,24,9,2,6,0,6,0,0,18,0,0,True
4864,com.amazingafricanmenfashion,3,0,0,0,0,1,8,2,2,2,0,False
4865,com.android.mangobrowser,12,0,9,15,0,21,2,9,46,10,0,True
4866,com.OfficeDesign.Kasimirus,3,0,0,0,0,1,4,2,2,2,0,True
4867,com.apperse.linterna,2,0,0,0,0,1,8,3,3,2,2,False
4868,com.andromo.dev557914,6,0,0,0,0,1,8,4,2,2,1,False
4869,com.desaincicinpernikahan,3,0,0,0,0,1,8,2,2,2,0,False
4870,com.WuJJapp.CaiJinK,4,0,0,1,0,1,0,2,8,0,0,True
4871,com.SameerApps.NaturalRecipesForWhiteningSensitiveAreas,4,0,0,0,0,1,15,5,6,4,0,True
4872,com.korean.dictionary.offline,2,0,0,0,0,2,19,6,3,3,0,True
4873,com.cypb.mbek,1,0,1,1,0,10,0,0,30,0,0,True
4874,com.electravillage.gr,1,0,0,0,0,1,0,0,6,0,0,True
4875,com.bjzw,14,0,0,0,0,1,8,2,2,0,0,False
4876,com.longyou.haitunpay4EF99FEA945C0D7E93F81113786DA3864AA6D30B,19,0,0,1,1,1,13,6,8,4,0,True
4877,com.beinbeyond,8,0,0,0,0,1,2,1,3,0,1,False
4878,com.bijoy,4,1,0,0,0,1,4,2,2,2,0,False
4879,com.aba,4,0,0,0,0,1,18,7,4,2,0,False
4880,com.TaurusZodiacDaily.myapp,3,0,0,0,0,1,4,2,2,2,0,True
4881,com.comprint,3,0,0,0,0,1,8,4,2,2,0,False
4882,com.mgfatan.designlongdressnew,3,0,0,0,0,1,4,2,2,2,0,True
4883,br.com.eteg.escolaemmovimento.psicologiaviva,20,5,1,5,0,3,0,6,12,6,0,False
4884,com.guide.hackcheats.pokecoin.pokemongo,3,0,0,0,0,1,8,4,4,2,0,True
4885,com.newminisixliuhkc.apkclear,5,1,2,2,0,5,0,2,11,0,0,True
4886,apps.infinite.brainfreezesound,6,0,0,0,0,1,15,4,2,2,0,False
4887,com.Netherland.GTA52,13,0,0,0,0,1,5,3,2,2,1,False
4888,appinventor.ai_Dominus27.pis_pasep,1,0,0,0,0,1,30,8,3,3,0,True
4889,com.lipstiksdesigns.Hermauli,3,0,0,0,0,1,4,2,2,2,0,True
4890,com.qpwf.cska,2,0,3,1,0,15,0,0,30,0,0,True
4891,com.in.india,1,0,0,0,0,1,0,0,7,0,0,True
4892,com,2,0,0,0,0,1,0,1,13,0,0,False
4893,appinventor.ai_dvdfilmbuff.Boris_Says,1,0,0,0,0,1,28,7,4,4,0,True
4894,cn.easybjfsk.kjsifj,2,0,1,1,0,2,0,1,7,0,0,True
4895,com.OchaPaud.MeekMillSongs,21,0,0,0,0,1,10,4,4,2,0,False
4896,com.appybuilder.opang_nova.Madonna_Songs,4,0,0,0,0,1,39,11,4,4,0,True
4897,appinventor.ai_atsermen.Solar_App,2,0,0,0,0,1,32,10,4,4,0,True
4898,cn.com.ctid,3,0,0,0,0,1,7,8,19,8,0,False
4899,appinventor.ai_www_rainmission.JANKEN_HU_PLAY,1,0,0,0,0,1,28,8,5,4,0,False
4900,com.EasyDrawingforKids.retry,3,0,0,0,0,1,4,2,2,2,0,True
4901,com.anforen.parrot,2,0,1,1,0,4,7,7,6,3,0,True
4902,appinventor.ai_Benjamin_Lindorf.Donald_Trump_Videos,2,0,0,0,0,1,30,7,3,3,0,True
4903,appinventor.ai_satishchilla,1,0,0,0,0,1,30,8,3,3,0,False
4904,com.andromo.dev536897,4,0,0,0,0,1,8,4,2,2,1,False
4905,com.kitabfathurrabbany.ataqoh,3,0,0,0,0,1,8,2,2,2,0,True
4906,androidtraining.mydomain.com.simplecounter,7,0,0,0,0,1,14,4,2,2,0,False
4907,com.geekyouuxxsazxnjumkuim,3,0,1,2,0,2,2,4,10,3,1,True
4908,com.bysczh.cyzmc638A13199821D8974879AF30E79192CC1E2861A7,11,0,1,1,0,2,2,4,12,1,0,True
4909,com.AudioFairytales,11,0,1,11,0,9,1,5,6,4,1,False
4910,com.apst,1,0,0,0,0,1,12,5,2,2,0,False
4911,com.camelgames,7,0,1,1,0,4,0,3,9,0,0,False
4912,com.CountryMusicCollectionmp3.HeraApps,3,0,0,0,0,1,8,2,2,2,0,False
4913,appinventor.ai_suriono.RiverHillsUMC,5,0,0,0,0,1,29,7,8,4,0,False
4914,com.eyemakeuptutorial.Panroll,3,0,0,0,0,1,4,2,2,2,0,True
4915,com.muslimfashionstyles.tokoitaki,3,0,0,0,0,1,8,2,2,2,0,True
4916,com.afcd.bvlm.vuyi,4,0,3,2,0,10,3,7,22,5,1,True
4917,appinventor.ai_palanpur,6,0,0,0,0,1,29,7,8,4,0,False
4918,com.android.cqccb,1,0,2,2,0,6,2,4,13,1,0,False
4919,com.mango.daletou,25,1,6,6,2,13,2,10,23,10,0,True
4920,cal.byzm.more,2,0,1,1,0,3,0,0,12,1,0,False
4921,com.Cheri3aEdu.app,1,0,0,0,0,1,0,0,1,0,0,True
4922,com.CaraMeluluhkanHatiPriaIdamanKita.epicdeveloper,3,0,0,0,0,1,5,2,2,2,0,True
4923,appinventor.ai_el_profe_garcia,2,0,0,0,0,1,34,10,5,3,0,False
4924,com.heimali.calculator,40,1,2,2,0,5,0,2,7,0,0,True
4925,com.masive.coupon,2,0,0,0,0,1,7,2,2,2,0,True
4926,com.monkeycade.TIKfg,2,0,1,1,0,2,1,1,8,2,0,True
4927,appinventor.ai_abendryczek.KantorRzeszow,6,1,0,0,0,1,37,9,3,3,0,False
4928,com.CoconutShellCraftIdeas,3,0,0,0,0,1,4,2,2,2,0,False
4929,com.appybuilder.jayramdaskukreja.HastRekhaHindiGyan,2,0,0,0,0,1,40,12,3,3,0,True
4930,com.dpxx,2,0,3,1,0,14,0,0,30,0,0,False
4931,com.appstra,7,0,0,0,0,1,5,5,5,1,1,False
4932,appinventor.ai_oelinbisnis75,6,0,0,0,32,1,24,7,6,5,0,False
4933,com.aws,11,0,6,2,0,9,15,9,10,6,0,False
4934,com.agung.SenamIbuHamil,3,0,0,0,0,1,9,3,2,2,0,False
4935,com.android.google.settings,14,0,4,6,0,16,0,1,27,0,2,True
4936,com.Alamjindan.setan,3,0,0,0,0,1,5,2,2,2,0,True
4937,air.oplgames.roomdss,8,0,2,1,1,9,9,10,9,8,0,True
4938,com.WuJJapp.BoyQimneg,4,0,1,1,0,2,0,2,7,0,0,True
4939,com.jazz,1,0,1,0,0,1,15,2,0,0,0,False
4940,com.appreka,6,0,0,0,0,6,5,5,4,1,0,False
4941,com.logostickerdesign.hyuapp,3,0,0,0,0,1,8,2,2,2,0,True
4942,com.drawinghands.akiakinc,3,0,0,0,0,1,4,2,2,2,0,True
4943,cache.wind,8,1,0,0,0,1,8,6,4,4,0,False
4944,appinventor.ai_fabien_peis.judocoach2,1,0,0,0,0,1,30,7,4,3,0,False
4945,com.arti.games.litthfywif.kogjsuf,2,0,1,1,0,2,2,3,8,1,0,True
4946,com.mofanadren.spincube,3,0,1,1,0,2,0,1,15,0,0,True
4947,com.andromo.dev301319,11,1,0,1,0,1,4,3,2,2,1,False
4948,com.meidonglei.junwang,18,0,0,0,0,1,0,0,13,0,0,True
4949,com.makeuptricks2016.main,16,0,5,3,0,10,3,9,22,10,0,True
4950,com.audiovisual.website2apk,1,0,0,0,0,1,0,0,6,0,0,True
4951,com.DIYPopsicleStickIdeas.mantiliapp,3,0,0,0,0,1,4,2,2,2,0,False
4952,com.ling.led,2,0,1,0,0,10,0,0,11,0,0,True
4953,com.aircastmobile,8,0,1,1,1,4,5,8,8,5,3,False
4954,com.ljmzy.yuerjingz,2,0,0,0,0,1,8,3,0,0,0,True
4955,com.dudaogame.gamecenter,18,0,5,5,0,19,0,1,22,0,0,True
4956,com.hadcock.hoarding2DF8761C6EB8ED96A799F744B0B7CC55A4551CEA,11,0,0,3,1,2,20,8,4,2,0,True
4957,acumenias.com,4,0,1,1,1,3,4,5,11,5,0,True
4958,com.aitype.android.theme.pt_purple_sun,5,0,5,3,0,9,2,7,12,7,0,False
4959,com.elfswipe9ABEB648E559E59D4C1248D4DB3AA0E4E70272C5,7,1,3,5,0,10,12,7,15,5,1,True
4960,com.ashermobile.math,4,0,0,0,0,1,6,3,2,2,0,False
4961,com.iadc56df905404c21,9,0,0,0,0,1,31,8,4,1,1,True
4962,com.ecapycsw.ioyqweqw,2,0,1,1,0,2,0,2,10,1,0,True
4963,com.LawChamberofSiddharthMurar,2,0,0,0,0,1,6,3,3,1,2,False
4964,app.nguyenduykhiem,14,0,0,0,0,1,4,5,9,6,0,True
4965,com.lidroid.toolboxdfefe,24,0,6,5,0,10,1,6,29,10,1,True
4966,com.andromo.dev137436,3,0,1,2,0,9,1,4,4,3,1,False
4967,com.macropinch.hydra.spfhw,4,0,0,3,0,2,0,6,14,3,4,True
4968,com.allhindutemples,3,0,1,1,1,3,2,5,13,5,0,False
4969,com.elfswipeA6C4C94753D00900E7FD90E7D9EE0FA636AEAF86,7,1,3,5,0,10,12,7,15,5,1,True
4970,com.gucdxj.kuaidi,7,0,0,2,0,1,0,6,10,3,0,True
4971,com.cicej,1,0,0,0,0,1,0,0,7,0,0,False
4972,com.alimler,2,0,1,0,0,2,4,3,4,3,0,False
4973,bizo.old,24,0,0,0,0,3,7,5,8,4,1,False
4974,com.charles.calllog,14,0,6,3,0,6,0,3,21,0,1,True
4975,com.desainbajucoupel.juraganandroid,3,0,0,0,0,1,8,2,2,2,0,True
4976,chess.icc,6,0,0,0,0,1,2,2,1,0,0,False
4977,com,5,0,0,0,0,3,5,4,3,3,0,False
4978,com.bookdepth.quotes,9,0,0,0,0,7,15,4,2,2,0,False
4979,com.lencolfoursi.qwgq2B9E288AA788BFA85BB66113C88CFB672729EE6A,4,0,1,1,0,2,0,3,11,0,0,True
4980,com.aqgn,2,0,3,1,0,14,0,0,30,0,0,False
4981,com.crossfield.castledashjkuhku,7,0,1,1,1,2,0,4,7,2,0,True
4982,com,4,0,0,1,0,1,7,3,2,1,0,False
4983,com.destiny.byzmFECB47547B7D80BEB3AE10CC89DAF5F452C482A1,25,0,2,1,1,7,9,9,14,8,0,True
4984,cn.org.vzv8n,17,0,0,1,0,1,2,5,21,3,0,False
4985,com.fox.zc,16,0,6,7,0,17,0,2,18,0,0,True
4986,com.adastrainfo,4,1,3,3,0,6,3,3,6,4,0,False
4987,com.android,22,0,2,3,2,7,1,9,10,5,0,False
4988,com.mstream.meteorlJFHSILS,2,0,1,1,0,2,0,1,7,0,0,True
4989,com.hwed.faxieqsfnh67B7D8E03B5734CCFA7EF3643E72EF740EFE9035,4,0,0,4,0,1,0,2,8,0,0,True
4990,bkjhubei.molkjjjhju,2,0,1,1,0,2,2,1,9,0,0,True
4991,air,1,0,0,0,0,1,0,1,2,0,0,False
4992,com.araienapps,7,0,0,0,0,1,15,4,2,2,0,False
4993,com.LearnToDrawHumanBody.embolappsC129E12FD60ED4FC4FACC5CB1D5BC3A1AC487C24,3,0,0,0,0,1,4,2,2,2,0,True
4994,com.qmtiku.categoryId_14,26,0,3,4,0,7,0,6,17,3,0,True
4995,autokonkret.pl,2,0,1,1,0,1,13,10,5,3,0,False
4996,com.mitchbizujishou.sniperxulianying,46,0,1,1,0,2,3,6,8,4,0,True
4997,car.near.car,1,0,0,0,0,1,0,0,2,0,0,True
4998,com.liviu.app.smppkhji,15,0,1,2,0,2,0,2,10,3,0,True
4999,com.ppdb.madrasahdki,1,0,0,0,0,1,0,0,6,0,0,True
5000,com.flikagiwllpe.Gallyiddajisw3D,7,1,4,3,0,16,0,3,19,7,0,True
5001,com.deoplexnewsmsawale.hindimastism,7,0,1,1,0,2,13,6,13,7,0,True
5002,com.nfbazi.PaiBazi,13,1,1,1,0,1,0,2,7,0,0,True
5003,com.PillarIdeasDesignomadmad,3,0,0,0,0,1,9,3,2,2,0,True
5004,aimoxiu.theme.mx20be45eeed8b41a9a3cb156a7f5b8778,1,0,0,0,0,1,0,5,8,4,0,False
5005,com.laguslank.thejoker,3,0,0,0,0,1,8,2,2,2,0,True
5006,com.TipsAlamiMengobatiAmandel.rondiahndroid,3,0,0,0,0,1,8,2,2,2,0,True
5007,com.android.specialistet,20,0,10,8,1,33,0,11,32,15,0,True
5008,com.atarok,10,0,1,1,0,5,7,4,13,7,0,False
